Fireplace Type - None,FireplaceType,fireplace_type,fireplace4,"{table: :fireplace_type, code: ' fireplace4', label: 'None '},","'fireplace4' => 'Fireplace Type - None',",,,,,,,
Heating Stove Type - Coal,HeatingType,heating_type,heating1,"{table: :heating_type, code: ' heating1', label: 'Coal '},","'heating1' => 'Heating Stove Type - Coal',",,,,,,,
Heating Stove Type - Corn,HeatingType,heating_type,heating2,"{table: :heating_type, code: ' heating2', label: 'Corn'},","'heating2' => 'Heating Stove Type - Corn',",,,,,,,
Heating Stove Type - Electric,HeatingType,heating_type,heating3,"{table: :heating_type, code: ' heating3', label: 'Electric '},","'heating3' => 'Heating Stove Type - Electric',",,,,,,,
Heating Stove Type - Gas,HeatingType,heating_type,heating4,"{table: :heating_type, code: ' heating4', label: 'Gas'},","'heating4' => 'Heating Stove Type - Gas',",,,,,,,
Heating Stove Type - Pellet,HeatingType,heating_type,heating5,"{table: :heating_type, code: ' heating5', label: 'Pellet'},","'heating5' => 'Heating Stove Type - Pellet',",,,,,,,
Heating Stove Type - Wood,HeatingType,heating_type,heating6,"{table: :heating_type, code: ' heating6', label: 'Wood'},","'heating6' => 'Heating Stove Type - Wood',",,,,,,,
Heating Stove Type - None,HeatingType,heating_type,heating7,"{table: :heating_type, code: ' heating7', label: 'None'},","'heating7' => 'Heating Stove Type - None',",,,,,,,
Interior Features - Attic Fan,InteriorFeature,interior_feature,interior1,"{table: :interior_feature, code: ' interior1', label: 'Attic Fan'},","'interior1' => 'Interior Features - Attic Fan',",,,,,,,
Interior Features - Breakfast Bar,InteriorFeature,interior_feature,interior2,"{table: :interior_feature, code: ' interior2', label: 'Breakfast Bar'},","'interior2' => 'Interior Features - Breakfast Bar',",,,,,,,
Interior Features - Breakfast Nook,InteriorFeature,interior_feature,interior3,"{table: :interior_feature, code: ' interior3', label: 'Breakfast Nook'},","'interior3' => 'Interior Features - Breakfast Nook',",,,,,,,
Interior Features - Ceiling Fan(s),InteriorFeature,interior_feature,interior4,"{table: :interior_feature, code: ' interior4', label: 'Ceiling Fan(s)'},","'interior4' => 'Interior Features - Ceiling Fan(s)',",,,,,,,
Interior Features - Central Vacuum System,InteriorFeature,interior_feature,interior5,"{table: :interior_feature, code: ' interior5', label: 'Central Vacuum System'},","'interior5' => 'Interior Features - Central Vacuum System',",,,,,,,
Interior Features - Disposal,InteriorFeature,interior_feature,interior6,"{table: :interior_feature, code: ' interior6', label: 'Disposal'},","'interior6' => 'Interior Features - Disposal',",,,,,,,
Interior Features - Garage Door Opener,InteriorFeature,interior_feature,interior7,"{table: :interior_feature, code: ' interior7', label: 'Garage Door Opener'},","'interior7' => 'Interior Features - Garage Door Opener',",,,,,,,
Interior Features - Handicap Access,InteriorFeature,interior_feature,interior8,"{table: :interior_feature, code: ' interior8', label: 'Handicap Access'},","'interior8' => 'Interior Features - Handicap Access',",,,,,,,
Interior Features - Home Theater,InteriorFeature,interior_feature,interior9,"{table: :interior_feature, code: ' interior9', label: 'Home Theater'},","'interior9' => 'Interior Features - Home Theater',",,,,,,,
Interior Features - Home Warranty,InteriorFeature,interior_feature,interior10,"{table: :interior_feature, code: ' interior10', label: 'Home Warranty'},","'interior10' => 'Interior Features - Home Warranty',",,,,,,,
Interior Features - Hot Tub,InteriorFeature,interior_feature,interior11,"{table: :interior_feature, code: ' interior11', label: 'Hot Tub'},","'interior11' => 'Interior Features - Hot Tub',",,,,,,,
Interior Features - Jetted Tub,InteriorFeature,interior_feature,interior12,"{table: :interior_feature, code: ' interior12', label: 'Jetted Tub'},","'interior12' => 'Interior Features - Jetted Tub',",,,,,,,
Interior Features - Loft,InteriorFeature,interior_feature,interior13,"{table: :interior_feature, code: ' interior13', label: 'Loft'},","'interior13' => 'Interior Features - Loft',",,,,,,,
Interior Features - Mud Room,InteriorFeature,interior_feature,interior14,"{table: :interior_feature, code: ' interior14', label: 'Mud Room'},","'interior14' => 'Interior Features - Mud Room',",,,,,,,
Interior Features - Pantry,InteriorFeature,interior_feature,interior15,"{table: :interior_feature, code: ' interior15', label: 'Pantry'},","'interior15' => 'Interior Features - Pantry',",,,,,,,
Interior Features - Porch,InteriorFeature,interior_feature,interior16,"{table: :interior_feature, code: ' interior16', label: 'Porch'},","'interior16' => 'Interior Features - Porch',",,,,,,,
Interior Features - RO System,InteriorFeature,interior_feature,interior17,"{table: :interior_feature, code: ' interior17', label: 'RO System'},","'interior17' => 'Interior Features - RO System',",,,,,,,
Interior Features - Satellite Dish,InteriorFeature,interior_feature,interior18,"{table: :interior_feature, code: ' interior18', label: 'Satellite Dish'},","'interior18' => 'Interior Features - Satellite Dish',",,,,,,,
Interior Features - Sauna,InteriorFeature,interior_feature,interior19,"{table: :interior_feature, code: ' interior19', label: 'Sauna'},","'interior19' => 'Interior Features - Sauna',",,,,,,,
Interior Features - Security System,InteriorFeature,interior_feature,interior20,"{table: :interior_feature, code: ' interior20', label: 'Security System'},","'interior20' => 'Interior Features - Security System',",,,,,,,
Interior Features - Skylights,InteriorFeature,interior_feature,interior21,"{table: :interior_feature, code: ' interior21', label: 'Skylights'},","'interior21' => 'Interior Features - Skylights',",,,,,,,
Interior Features - Sump Pump,InteriorFeature,interior_feature,interior22,"{table: :interior_feature, code: ' interior22', label: 'Sump Pump'},","'interior22' => 'Interior Features - Sump Pump',",,,,,,,
Interior Features - Tile Floor,InteriorFeature,interior_feature,interior23,"{table: :interior_feature, code: ' interior23', label: 'Tile Floor'},","'interior23' => 'Interior Features - Tile Floor',",,,,,,,
Interior Features - Trash Compactor,InteriorFeature,interior_feature,interior24,"{table: :interior_feature, code: ' interior24', label: 'Trash Compactor'},","'interior24' => 'Interior Features - Trash Compactor',",,,,,,,
Interior Features - Vaulted Ceiling(s),InteriorFeature,interior_feature,interior25,"{table: :interior_feature, code: ' interior25', label: 'Vaulted Ceiling(s)'},","'interior25' => 'Interior Features - Vaulted Ceiling(s)',",,,,,,,
Interior Features - Walk-in Closet(s),InteriorFeature,interior_feature,interior26,"{table: :interior_feature, code: ' interior26', label: 'Walk-in Closet(s)'},","'interior26' => 'Interior Features - Walk-in Closet(s)',",,,,,,,
Interior Features - Water Softener (owned),InteriorFeature,interior_feature,interior27,"{table: :interior_feature, code: ' interior27', label: 'Water Softener (owned)'},","'interior27' => 'Interior Features - Water Softener (owned)',",,,,,,,
Interior Features - Water Softener (leased),InteriorFeature,interior_feature,interior28,"{table: :interior_feature, code: ' interior28', label: 'Water Softener (leased)'},","'interior28' => 'Interior Features - Water Softener (leased)',",,,,,,,
Interior Features - Wet Bar,InteriorFeature,interior_feature,interior29,"{table: :interior_feature, code: ' interior29', label: 'Wet Bar'},","'interior29' => 'Interior Features - Wet Bar',",,,,,,,
Interior Features - Wood Floor,InteriorFeature,interior_feature,interior30,"{table: :interior_feature, code: ' interior30', label: 'Wood Floor'},","'interior30' => 'Interior Features - Wood Floor',",,,,,,,
Commercial Features - 220 Volt,InteriorFeature,interior_feature,interior31,"{table: :interior_feature, code: ' interior31', label: '220 Volt '},","'interior31' => 'Commercial Features - 220 Volt',",,,,,,,
Commercial Features - 3-Phase Electric,InteriorFeature,interior_feature,interior32,"{table: :interior_feature, code: ' interior32', label: '3-Phase Electric '},","'interior32' => 'Commercial Features - 3-Phase Electric',",,,,,,,
Commercial Features - DSL/Cable,InteriorFeature,interior_feature,interior33,"{table: :interior_feature, code: ' interior33', label: 'DSL/Cable '},","'interior33' => 'Commercial Features - DSL/Cable',",,,,,,,
Commercial Features - Elevator,InteriorFeature,interior_feature,interior34,"{table: :interior_feature, code: ' interior34', label: 'Elevator '},","'interior34' => 'Commercial Features - Elevator',",,,,,,,
Commercial Features - Fiber Optic,InteriorFeature,interior_feature,interior35,"{table: :interior_feature, code: ' interior35', label: 'Fiber Optic '},","'interior35' => 'Commercial Features - Fiber Optic',",,,,,,,
Commercial Features - Handicapped Access,InteriorFeature,interior_feature,interior36,"{table: :interior_feature, code: ' interior36', label: 'Handicapped Access '},","'interior36' => 'Commercial Features - Handicapped Access',",,,,,,,
Commercial Features - Security System,InteriorFeature,interior_feature,interior37,"{table: :interior_feature, code: ' interior37', label: 'Security System '},","'interior37' => 'Commercial Features - Security System',",,,,,,,
Commercial Features - Specialty Equipment,InteriorFeature,interior_feature,interior38,"{table: :interior_feature, code: ' interior38', label: 'Specialty Equipment '},","'interior38' => 'Commercial Features - Specialty Equipment',",,,,,,,
Commercial Features - None,InteriorFeature,interior_feature,interior39,"{table: :interior_feature, code: ' interior39', label: 'None '},","'interior39' => 'Commercial Features - None',",,,,,,,
Miscellaneous - Leased Equipment,InteriorFeature,interior_feature,interior40,"{table: :interior_feature, code: ' interior40', label: 'Leased Equipment '},","'interior40' => 'Miscellaneous - Leased Equipment',",,,,,,,
Miscellaneous - Fire Sprinkler System,InteriorFeature,interior_feature,interior41,"{table: :interior_feature, code: ' interior41', label: 'Fire Sprinkler System '},","'interior41' => 'Miscellaneous - Fire Sprinkler System',",,,,,,,
Miscellaneous - Inventory Included,InteriorFeature,interior_feature,interior42,"{table: :interior_feature, code: ' interior42', label: 'Inventory Included '},","'interior42' => 'Miscellaneous - Inventory Included',",,,,,,,
Miscellaneous - Irrigation,IrrigationType,irrigation_type,irrigationtype1,"{table: :irrigation_type, code: ' irrigationtype1', label: 'Irrigation '},","'irrigationtype1' => 'Miscellaneous - Irrigation',",,,,,,,
Topography - Flat,LandType,land_type,land1,"{table: :land_type, code: ' land1', label: 'Flat '},","'land1' => 'Topography - Flat',",,,,,,,
Topography - Mountainous,LandType,land_type,land2,"{table: :land_type, code: ' land2', label: 'Mountainous '},","'land2' => 'Topography - Mountainous',",,,,,,,
Topography - Rolling,LandType,land_type,land3,"{table: :land_type, code: ' land3', label: 'Rolling '},","'land3' => 'Topography - Rolling',",,,,,,,
Topography - Steep,LandType,land_type,land4,"{table: :land_type, code: ' land4', label: 'Steep '},","'land4' => 'Topography - Steep',",,,,,,,
Topography - Flat,LandType,land_type,land1,"{table: :land_type, code: ' land1', label: 'Flat '},","'land1' => 'Topography - Flat',",,,,,,,
Topography - Mountainous,LandType,land_type,land2,"{table: :land_type, code: ' land2', label: ' Mountainous '},","'land2' => 'Topography - Mountainous',",,,,,,,
Topography - Rolling,LandType,land_type,land3,"{table: :land_type, code: ' land3', label: 'Rolling '},","'land3' => 'Topography - Rolling',",,,,,,,
Topography - Steep,LandType,land_type,land4,"{table: :land_type, code: ' land4', label: 'Steep '},","'land4' => 'Topography - Steep',",,,,,,,
Type Leased Land - BLM,LandType,land_type,land5,"{table: :land_type, code: ' land5', label: 'BLM '},","'land5' => 'Type Leased Land - BLM',",,,,,,,
Type Leased Land - Bureau of Reclamation,LandType,land_type,land6,"{table: :land_type, code: ' land6', label: 'Bureau of Reclamation '},","'land6' => 'Type Leased Land - Bureau of Reclamation',",,,,,,,
Type Leased Land - Forest Service,LandType,land_type,land7,"{table: :land_type, code: ' land7', label: 'Forest Service '},","'land7' => 'Type Leased Land - Forest Service',",,,,,,,
Type Leased Land - Private,LandType,land_type,land8,"{table: :land_type, code: ' land8', label: 'Private '},","'land8' => 'Type Leased Land - Private',",,,,,,,
Type Leased Land - State,LandType,land_type,land9,"{table: :land_type, code: ' land9', label: 'State '},","'land9' => 'Type Leased Land - State',",,,,,,,
Type Leased Land - None,LandType,land_type,land10,"{table: :land_type, code: ' land10', label: 'None '},","'land10' => 'Type Leased Land - None',",,,,,,,
Area - Clark,MlsArea,mls_area,area1,"{table: :mls_area, code: ' area1', label: 'Clark '},","'area1' => 'Area - Clark',",,,,,,,
Area - Cody in Town,MlsArea,mls_area,area2,"{table: :mls_area, code: ' area2', label: 'Cody in Town '},","'area2' => 'Area - Cody in Town',",,,,,,,
Area - Cody Out of Town,MlsArea,mls_area,area3,"{table: :mls_area, code: ' area3', label: 'Cody Out of Town '},","'area3' => 'Area - Cody Out of Town',",,,,,,,
Area - Meeteetse,MlsArea,mls_area,area4,"{table: :mls_area, code: ' area4', label: 'Meeteetse '},","'area4' => 'Area - Meeteetse',",,,,,,,
Area - Montana,MlsArea,mls_area,area5,"{table: :mls_area, code: ' area5', label: 'Montana '},","'area5' => 'Area - Montana',",,,,,,,
Area - N Big Horn in Town,MlsArea,mls_area,area6,"{table: :mls_area, code: ' area6', label: 'N Big Horn in Town '},","'area6' => 'Area - N Big Horn in Town',",,,,,,,
Area - N Big Horn Out of Town,MlsArea,mls_area,area7,"{table: :mls_area, code: ' area7', label: 'N Big Horn Out of Town '},","'area7' => 'Area - N Big Horn Out of Town',",,,,,,,
Area - Out of Area,MlsArea,mls_area,area8,"{table: :mls_area, code: ' area8', label: 'Out of Area '},","'area8' => 'Area - Out of Area',",,,,,,,
Area - Powell in Town,MlsArea,mls_area,area9,"{table: :mls_area, code: ' area9', label: 'Powell in Town '},","'area9' => 'Area - Powell in Town',",,,,,,,
Area - Powell Out of Town,MlsArea,mls_area,area10,"{table: :mls_area, code: ' area10', label: 'Powell Out of Town '},","'area10' => 'Area - Powell Out of Town',",,,,,,,
Area - S Big Horn in Town,MlsArea,mls_area,area11,"{table: :mls_area, code: ' area11', label: 'S Big Horn in Town '},","'area11' => 'Area - S Big Horn in Town',",,,,,,,
Area - S Big Horn Out of Town,MlsArea,mls_area,area12,"{table: :mls_area, code: ' area12', label: 'S Big Horn Out of Town '},","'area12' => 'Area - S Big Horn Out of Town',",,,,,,,
Area - Sunlight/Crandall,MlsArea,mls_area,area13,"{table: :mls_area, code: ' area13', label: 'Sunlight/Crandall '},","'area13' => 'Area - Sunlight/Crandall',",,,,,,,
Garage/Type Stalls - None,ParkingType,parking_type,parking1,"{table: :parking_type, code: ' parking1', label: 'None '},","'parking1' => 'Garage/Type Stalls - None',",,,,,,,
Garage/Type Stalls - Attached-1 Stall,ParkingType,parking_type,parking2,"{table: :parking_type, code: ' parking2', label: 'Attached-1 Stall '},","'parking2' => 'Garage/Type Stalls - Attached-1 Stall',",,,,,,,
Garage/Type Stalls - Attached-2 Stalls,ParkingType,parking_type,parking3,"{table: :parking_type, code: ' parking3', label: 'Attached-2 Stalls '},","'parking3' => 'Garage/Type Stalls - Attached-2 Stalls',",,,,,,,
Garage/Type Stalls - Attached-3 Stalls,ParkingType,parking_type,parking4,"{table: :parking_type, code: ' parking4', label: 'Attached-3 Stalls '},","'parking4' => 'Garage/Type Stalls - Attached-3 Stalls',",,,,,,,
Garage/Type Stalls - Attached-4 Stalls,ParkingType,parking_type,parking5,"{table: :parking_type, code: ' parking5', label: 'Attached-4 Stalls '},","'parking5' => 'Garage/Type Stalls - Attached-4 Stalls',",,,,,,,
Garage/Type Stalls - Carport-1 Stall,ParkingType,parking_type,parking6,"{table: :parking_type, code: ' parking6', label: 'Carport-1 Stall '},","'parking6' => 'Garage/Type Stalls - Carport-1 Stall',",,,,,,,
Garage/Type Stalls - Carport-2 Stalls,ParkingType,parking_type,parking7,"{table: :parking_type, code: ' parking7', label: 'Carport-2 Stalls '},","'parking7' => 'Garage/Type Stalls - Carport-2 Stalls',",,,,,,,
Garage/Type Stalls - Detached-1 Stall,ParkingType,parking_type,parking8,"{table: :parking_type, code: ' parking8', label: 'Detached-1 Stall '},","'parking8' => 'Garage/Type Stalls - Detached-1 Stall',",,,,,,,
Garage/Type Stalls - Detached-2 Stalls,ParkingType,parking_type,parking9,"{table: :parking_type, code: ' parking9', label: 'Detached-2 Stalls '},","'parking9' => 'Garage/Type Stalls - Detached-2 Stalls',",,,,,,,
Garage/Type Stalls - Detached-3 Stalls,ParkingType,parking_type,parking10,"{table: :parking_type, code: ' parking10', label: 'Detached-3 Stalls '},","'parking10' => 'Garage/Type Stalls - Detached-3 Stalls',",,,,,,,
Garage/Type Stalls - Detached-4 Stalls,ParkingType,parking_type,parking11,"{table: :parking_type, code: ' parking11', label: 'Detached-4 Stalls '},","'parking11' => 'Garage/Type Stalls - Detached-4 Stalls',",,,,,,,
Parking Availability - Alley,ParkingType,parking_type,parking12,"{table: :parking_type, code: ' parking12', label: 'Alley '},","'parking12' => 'Parking Availability - Alley',",,,,,,,
Parking Availability - Private Lot,ParkingType,parking_type,parking13,"{table: :parking_type, code: ' parking13', label: 'Private Lot '},","'parking13' => 'Parking Availability - Private Lot',",,,,,,,
Parking Availability - Public Lot,ParkingType,parking_type,parking14,"{table: :parking_type, code: ' parking14', label: 'Public Lot '},","'parking14' => 'Parking Availability - Public Lot',",,,,,,,
Parking Availability - Street,ParkingType,parking_type,parking15,"{table: :parking_type, code: ' parking15', label: 'Street '},","'parking15' => 'Parking Availability - Street',",,,,,,,
Property Status - Active,PropertyStatus,status,active,"{table: :status, code: ' active', label: 'Active '},","'active' => 'Property Status - Active',",,,,,,,
Property Status - Active with Contingency,PropertyStatus,status,active,"{table: :status, code: ' active', label: 'Active with Contingency '},","'active' => 'Property Status - Active with Contingency',",,,,,,,
Property Status - Pending,PropertyStatus,status,under-contract,"{table: :status, code: ' under-contract', label: 'Pending '},","'under-contract' => 'Property Status - Pending',",,,,,,,
Property Status - Closed,PropertyStatus,status,sold,"{table: :status, code: ' sold', label: 'Closed '},","'sold' => 'Property Status - Closed',",,,,,,,
Property Status - Withdrawn,PropertyStatus,status,withdrawn,"{table: :status, code: ' withdrawn', label: 'Withdrawn '},","'withdrawn' => 'Property Status - Withdrawn',",,,,,,,
Property Status - Expired,PropertyStatus,status,expired,"{table: :status, code: ' expired', label: 'Expired '},","'expired' => 'Property Status - Expired',",,,,,,,
Property Status - Temporarily Off Market,PropertyStatus,status,temporarily-off-market,"{table: :status, code: ' temporarily-off-market', label: 'Temporarily Off Market '},","'temporarily-off-market' => 'Property Status - Temporarily Off Market',",,,,,,,
Property Status - Rented,PropertyStatus,status,rented,"{table: :status, code: ' rented', label: 'Rented '},","'rented' => 'Property Status - Rented',",,,,,,,
Property Type - Residential,PropertySubType,property_sub_type,propertysubtype1,"{table: :property_sub_type, code: ' propertysubtype1', label: 'Residential '},","'propertysubtype1' => 'Property Type - Residential',",,,,,,,
Property Type - Residential Non MLS,PropertySubType,property_sub_type,propertysubtype2,"{table: :property_sub_type, code: ' propertysubtype2', label: 'Residential Non MLS '},","'propertysubtype2' => 'Property Type - Residential Non MLS',",,,,,,,
Property Type - Farm/Ranch (min 35 acres),PropertySubType,property_sub_type,propertysubtype3,"{table: :property_sub_type, code: ' propertysubtype3', label: 'Farm/Ranch (min 35 acres) '},","'propertysubtype3' => 'Property Type - Farm/Ranch (min 35 acres)',",,,,,,,
Property Type - Farm/Ranch-Land Only,PropertySubType,property_sub_type,propertysubtype4,"{table: :property_sub_type, code: ' propertysubtype4', label: 'Farm/Ranch-Land Only '},","'propertysubtype4' => 'Property Type - Farm/Ranch-Land Only',",,,,,,,
Property Type - Farm/Ranch Non MLS,PropertySubType,property_sub_type,propertysubtype5,"{table: :property_sub_type, code: ' propertysubtype5', label: 'Farm/Ranch Non MLS '},","'propertysubtype5' => 'Property Type - Farm/Ranch Non MLS',",,,,,,,
Property Type - Multi-Family,PropertySubType,property_sub_type,propertysubtype6,"{table: :property_sub_type, code: ' propertysubtype6', label: 'Multi-Family '},","'propertysubtype6' => 'Property Type - Multi-Family',",,,,,,,
Property Type - Multi-Family Non MLS,PropertySubType,property_sub_type,propertysubtype7,"{table: :property_sub_type, code: ' propertysubtype7', label: 'Multi-Family Non MLS '},","'propertysubtype7' => 'Property Type - Multi-Family Non MLS',",,,,,,,
Property Type - Lots/Land,PropertySubType,property_sub_type,propertysubtype8,"{table: :property_sub_type, code: ' propertysubtype8', label: 'Lots/Land '},","'propertysubtype8' => 'Property Type - Lots/Land',",,,,,,,
Property Type - Lots/Land Non MLS,PropertySubType,property_sub_type,propertysubtype9,"{table: :property_sub_type, code: ' propertysubtype9', label: 'Lots/Land Non MLS '},","'propertysubtype9' => 'Property Type - Lots/Land Non MLS',",,,,,,,
Property Type - Building Only,PropertySubType,property_sub_type,propertysubtype10,"{table: :property_sub_type, code: ' propertysubtype10', label: 'Building Only '},","'propertysubtype10' => 'Property Type - Building Only',",,,,,,,
Property Type - Business & Building,PropertySubType,property_sub_type,propertysubtype11,"{table: :property_sub_type, code: ' propertysubtype11', label: 'Business & Building '},","'propertysubtype11' => 'Property Type - Business & Building',",,,,,,,
Property Type - Commercial Non MLS,PropertySubType,property_sub_type,propertysubtype12,"{table: :property_sub_type, code: ' propertysubtype12', label: 'Commercial Non MLS '},","'propertysubtype12' => 'Property Type - Commercial Non MLS',",,,,,,,
Property Type - Business Only,PropertySubType,property_sub_type,propertysubtype13,"{table: :property_sub_type, code: ' propertysubtype13', label: 'Business Only '},","'propertysubtype13' => 'Property Type - Business Only',",,,,,,,
Property Type - Residential Lease,PropertySubType,property_sub_type,propertysubtype14,"{table: :property_sub_type, code: ' propertysubtype14', label: 'Residential Lease '},","'propertysubtype14' => 'Property Type - Residential Lease',",,,,,,,
Roof - Built-Up,RoofType,roof_type,roof1,"{table: :roof_type, code: ' roof1', label: 'Built-Up '},","'roof1' => 'Roof - Built-Up',",,,,,,,
Roof - Composition,RoofType,roof_type,roof2,"{table: :roof_type, code: ' roof2', label: 'Composition '},","'roof2' => 'Roof - Composition',",,,,,,,
Roof - Foam,RoofType,roof_type,roof5,"{table: :roof_type, code: ' roof5', label: 'Foam '},","'roof5' => 'Roof - Foam',",,,,,,,
Roof - Masonite,RoofType,roof_type,roof13,"{table: :roof_type, code: ' roof13', label: 'Masonite '},","'roof13' => 'Roof - Masonite',",,,,,,,
Roof - Membrane,RoofType,roof_type,roof3,"{table: :roof_type, code: ' roof3', label: 'Membrane '},","'roof3' => 'Roof - Membrane',",,,,,,,
Roof - Metal,RoofType,roof_type,roof4,"{table: :roof_type, code: ' roof4', label: 'Metal '},","'roof4' => 'Roof - Metal',",,,,,,,
Roof - Roll Roofing,RoofType,roof_type,roof6,"{table: :roof_type, code: ' roof6', label: 'Roll Roofing '},","'roof6' => 'Roof - Roll Roofing',",,,,,,,
Roof - Shake,RoofType,roof_type,roof12,"{table: :roof_type, code: ' roof12', label: 'Shake '},","'roof12' => 'Roof - Shake',",,,,,,,
Roof - Shingle,RoofType,roof_type,roof11,"{table: :roof_type, code: ' roof11', label: 'Shingle '},","'roof11' => 'Roof - Shingle',",,,,,,,
Roof - Single-Ply Roof,RoofType,roof_type,roof7,"{table: :roof_type, code: ' roof7', label: 'Single-Ply Roof '},","'roof7' => 'Roof - Single-Ply Roof',",,,,,,,
Roof - Tar/Gravel,RoofType,roof_type,roof10,"{table: :roof_type, code: ' roof10', label: 'Tar/Gravel '},","'roof10' => 'Roof - Tar/Gravel',",,,,,,,
Roof - Tile,RoofType,roof_type,roof8,"{table: :roof_type, code: ' roof8', label: 'Tile '},","'roof8' => 'Roof - Tile',",,,,,,,
Roof - Wood,RoofType,roof_type,roof9,"{table: :roof_type, code: ' roof9', label: 'Wood '},","'roof9' => 'Roof - Wood',",,,,,,,
Sewer - Aerobic Septic,SewerType,sewer_type,sewer1,"{table: :sewer_type, code: ' sewer1', label: 'Aerobic Septic '},","'sewer1' => 'Sewer - Aerobic Septic',",,,,,,,
Sewer - Central,SewerType,sewer_type,sewer2,"{table: :sewer_type, code: ' sewer2', label: 'Central '},","'sewer2' => 'Sewer - Central',",,,,,,,
Sewer - City,SewerType,sewer_type,sewer3,"{table: :sewer_type, code: ' sewer3', label: 'City '},","'sewer3' => 'Sewer - City',",,,,,,,
Sewer - City Sewer Connection Available,SewerType,sewer_type,sewer4,"{table: :sewer_type, code: ' sewer4', label: 'City Sewer Connection Available '},","'sewer4' => 'Sewer - City Sewer Connection Available',",,,,,,,
Sewer - Connected to City Sewer,SewerType,sewer_type,sewer5,"{table: :sewer_type, code: ' sewer5', label: 'Connected to City Sewer '},","'sewer5' => 'Sewer - Connected to City Sewer',",,,,,,,
Sewer - Engineered Septic,SewerType,sewer_type,sewer6,"{table: :sewer_type, code: ' sewer6', label: 'Engineered Septic '},","'sewer6' => 'Sewer - Engineered Septic',",,,,,,,
Sewer - Mound Septic,SewerType,sewer_type,sewer7,"{table: :sewer_type, code: ' sewer7', label: 'Mound Septic '},","'sewer7' => 'Sewer - Mound Septic',",,,,,,,
Sewer - None,SewerType,sewer_type,sewer8,"{table: :sewer_type, code: ' sewer8', label: 'None '},","'sewer8' => 'Sewer - None',",,,,,,,
Sewer - Red Lodge,SewerType,sewer_type,sewer9,"{table: :sewer_type, code: ' sewer9', label: 'Red Lodge '},","'sewer9' => 'Sewer - Red Lodge',",,,,,,,
Sewer - Septic Needed,SewerType,sewer_type,sewer10,"{table: :sewer_type, code: ' sewer10', label: 'Septic Needed '},","'sewer10' => 'Sewer - Septic Needed',",,,,,,,
Sewer - Septic Tank,SewerType,sewer_type,sewer11,"{table: :sewer_type, code: ' sewer11', label: 'Septic Tank '},","'sewer11' => 'Sewer - Septic Tank',",,,,,,,
Sewer - Shared Septic,SewerType,sewer_type,sewer12,"{table: :sewer_type, code: ' sewer12', label: 'Shared Septic '},","'sewer12' => 'Sewer - Shared Septic',",,,,,,,
House Design - 1 Story,Style,style,style1,"{table: :style, code: ' style1', label: '1 Story '},","'style1' => 'House Design - 1 Story',",,,,,,,
House Design - 1.5 Story,Style,style,style2,"{table: :style, code: ' style2', label: '1.5 Story '},","'style2' => 'House Design - 1.5 Story',",,,,,,,
House Design - 2 Story,Style,style,style3,"{table: :style, code: ' style3', label: '2 Story '},","'style3' => 'House Design - 2 Story',",,,,,,,
House Design - 2.5 Story,Style,style,style4,"{table: :style, code: ' style4', label: '2.5 Story '},","'style4' => 'House Design - 2.5 Story',",,,,,,,
House Design - Bi-Level,Style,style,style5,"{table: :style, code: ' style5', label: 'Bi-Level '},","'style5' => 'House Design - Bi-Level',",,,,,,,
House Design - Condominium,Style,style,style6,"{table: :style, code: ' style6', label: 'Condominium '},","'style6' => 'House Design - Condominium',",,,,,,,
House Design - Singlewide,Style,style,style7,"{table: :style, code: ' style7', label: 'Singlewide '},","'style7' => 'House Design - Singlewide',",,,,,,,
House Design - Doublewide,Style,style,style8,"{table: :style, code: ' style8', label: 'Doublewide '},","'style8' => 'House Design - Doublewide',",,,,,,,
House Design - Triplewide,Style,style,style9,"{table: :style, code: ' style9', label: 'Triplewide '},","'style9' => 'House Design - Triplewide',",,,,,,,
House Design - Modular,Style,style,style21,"{table: :style, code: ' style21', label: 'Modular '},","'style21' => 'House Design - Modular',",,,,,,,
House Design - Multi-Level,Style,style,style10,"{table: :style, code: ' style10', label: 'Multi-Level '},","'style10' => 'House Design - Multi-Level',",,,,,,,
House Design - Tri/Split Level,Style,style,style11,"{table: :style, code: ' style11', label: 'Tri/Split Level '},","'style11' => 'House Design - Tri/Split Level',",,,,,,,
House Design - Townhouse,Style,style,style12,"{table: :style, code: ' style12', label: 'Townhouse '},","'style12' => 'House Design - Townhouse',",,,,,,,
House Design - Shop House,Style,style,style13,"{table: :style, code: ' style13', label: 'Shop House '},","'style13' => 'House Design - Shop House',",,,,,,,
Business Type - Accounting,Style,style,style22,"{table: :style, code: ' style22', label: 'Accounting '},","'style22' => 'Business Type - Accounting',",,,,,,,
Business Type - Agriculture,Style,style,style23,"{table: :style, code: ' style23', label: 'Agriculture '},","'style23' => 'Business Type - Agriculture',",,,,,,,
Business Type - Appliances,Style,style,style24,"{table: :style, code: ' style24', label: 'Appliances '},","'style24' => 'Business Type - Appliances',",,,,,,,
Business Type - Appraisal,Style,style,style25,"{table: :style, code: ' style25', label: 'Appraisal '},","'style25' => 'Business Type - Appraisal',",,,,,,,
Business Type - Auto Repair-Speclty,Style,style,style26,"{table: :style, code: ' style26', label: 'Auto Repair-Speclty '},","'style26' => 'Business Type - Auto Repair-Speclty',",,,,,,,
Business Type - Auto Sales,Style,style,style27,"{table: :style, code: ' style27', label: 'Auto Sales '},","'style27' => 'Business Type - Auto Sales',",,,,,,,
