SystemName,StandardName,LongName,DBName,ShortName,MaximumLength,DataType,Precision,Searchable,Interpretation,Alignment,UseSeparator,EditMaskID,LookupName,MaxSelect,Units,Index,Minimum,Maximum,Default,Required,SearchHelpID,Unique
colisting_member_phone,"",CoListingMemberPhone,"",CoListMbrPhone,25,Character,"",0,"","","","","","","","","","","",0,"",0
selling_member_phone,"",SellingMemberPhone,"",SellMbrPhone,25,Character,"",0,"","","","","","","","","","","",0,"",0
coselling_member_phone,"",CoSellingMemberPhone,"",CoSellMbrPhone,25,Character,"",0,"","","","","","","","","","","",0,"",0
listing_office_phone,"",ListingOfficePhone,"",ListOffPhone,25,Character,"",0,"","","","","","","","","","","",0,"",0
selling_office_phone,"",SellingOfficePhone,"",SellOffPhone,25,Character,"",0,"","","","","","","","","","","",0,"",0
colisting_office_phone,"",CoListingOfficePhone,"",CoListOffPhone,25,Character,"",0,"","","","","","","","","","","",0,"",0
coselling_office_phone,"",CoSellingOfficePhone,"",CoSellOffPhone,25,Character,"",0,"","","","","","","","","","","",0,"",0
listing_member_fax,"",ListingMemberFax,"",ListMbrFax,15,Character,"",0,"","","","","","","","","","","",0,"",0
colisting_member_fax,"",CoListingMemberFax,"",CoListMbrFax,15,Character,"",0,"","","","","","","","","","","",0,"",0
selling_member_fax,"",SellingMemberFax,"",SellMbrFax,15,Character,"",0,"","","","","","","","","","","",0,"",0
coselling_member_fax,"",CoSellingMemberFax,"",CoSellMbrFax,15,Character,"",0,"","","","","","","","","","","",0,"",0
listing_office_fax,"",ListingOfficeFax,"",ListOffFax,15,Character,"",0,"","","","","","","","","","","",0,"",0
selling_office_fax,"",SellingOfficeFax,"",SellOffFax,15,Character,"",0,"","","","","","","","","","","",0,"",0
colisting_office_fax,"",CoListingOfficeFax,"",CoListOffFax,15,Character,"",0,"","","","","","","","","","","",0,"",0
coselling_office_fax,"",CoSellingOfficeFax,"",CoSellOffFax,15,Character,"",0,"","","","","","","","","","","",0,"",0
listing_member_address,"",ListingMemberAddress,"",ListMbrAddy,150,Character,"",0,"","","","","","","","","","","",0,"",0
colisting_member_address,"",CoListingMemberAddress,"",CoListMbrAddy,150,Character,"",0,"","","","","","","","","","","",0,"",0
selling_member_address,"",SellingMemberAddress,"",SellMbrAddy,150,Character,"",0,"","","","","","","","","","","",0,"",0
coselling_member_address,"",CoSellingMemberAddress,"",CoSellMbrAddy,150,Character,"",0,"","","","","","","","","","","",0,"",0
listing_office_address,"",ListingOfficeAddress,"",ListOffAddy,150,Character,"",0,"","","","","","","","","","","",0,"",0
selling_office_address,"",SellingOfficeAddress,"",SellOffAddy,150,Character,"",0,"","","","","","","","","","","",0,"",0
colisting_office_address,"",CoListingOfficeAddress,"",CoListOffAddy,150,Character,"",0,"","","","","","","","","","","",0,"",0
coselling_office_address,"",CoSellingOfficeAddress,"",CoSellOffAddy,150,Character,"",0,"","","","","","","","","","","",0,"",0
listing_member_email,"",ListingMemberEmail,"",ListMbrEmail,150,Character,"",0,"","","","","","","","","","","",0,"",0
colisting_member_email,"",CoListingMemberEmail,"",CoListMbrEmail,150,Character,"",0,"","","","","","","","","","","",0,"",0
selling_member_email,"",SellingMemberEmail,"",SellMbrEmail,150,Character,"",0,"","","","","","","","","","","",0,"",0
coselling_member_email,"",CoSellingMemberEmail,"",CoSellMbrEmail,150,Character,"",0,"","","","","","","","","","","",0,"",0
listing_office_email,"",ListingOfficeEmail,"",ListOffEmail,150,Character,"",0,"","","","","","","","","","","",0,"",0
selling_office_email,"",SellingOfficeEmail,"",SellOffEmail,150,Character,"",0,"","","","","","","","","","","",0,"",0
colisting_office_email,"",CoListingOfficeEmail,"",CoListOffEmail,150,Character,"",0,"","","","","","","","","","","",0,"",0
coselling_office_email,"",CoSellingOfficeEmail,"",CoSellOffEmail,150,Character,"",0,"","","","","","","","","","","",0,"",0
listing_member_url,"",ListingMemberUrl,"",ListMbrUrl,150,Character,"",0,"","","","","","","","","","","",0,"",0
colisting_member_url,"",CoListingMemberUrl,"",CoListMbrUrl,150,Character,"",0,"","","","","","","","","","","",0,"",0
selling_member_url,"",SellingMemberUrl,"",SellMbrUrl,150,Character,"",0,"","","","","","","","","","","",0,"",0
coselling_member_url,"",CoSellingMemberUrl,"",CoSellMbrUrl,150,Character,"",0,"","","","","","","","","","","",0,"",0
listing_office_url,"",ListingOfficeUrl,"",ListOffUrl,150,Character,"",0,"","","","","","","","","","","",0,"",0
selling_office_url,"",SellingOfficeUrl,"",SellOffUrl,150,Character,"",0,"","","","","","","","","","","",0,"",0
colisting_office_url,"",CoListingOfficeUrl,"",CoListOffUrl,150,Character,"",0,"","","","","","","","","","","",0,"",0
coselling_office_url,"",CoSellingOfficeUrl,"",CoSellOffUrl,150,Character,"",0,"","","","","","","","","","","",0,"",0
UNBRANDEDIDXVIRTUALTOUR,"",UnBranded Virtual Tour,"",Unbranded (IDX) Virtual ,512,Character,"",0,"","","","","","","","","","","",0,"",0
SYND_LIST_REF_URL,"",Syndication Listing Reference URL,SYNDLISTRE,Syndication URL,500,Character,"",0,"","","","","","","","","","","",0,"",0
